ts_code,symbol,name,area,industry,list_date,code
300558.SZ,300558,贝达药业,浙江,化学制药,20161107,300558
300541.SZ,300541,先进数通,北京,软件服务,20160913,300541
603559.SH,603559,ST通脉,吉林,通信设备,20161202,603559
601858.SH,601858,中国科传,北京,出版业,20170118,601858
603239.SH,603239,浙江仙通,浙江,汽车配件,20161230,603239
603186.SH,603186,华正新材,浙江,元器件,20170103,603186
603716.SH,603716,塞力医疗,湖北,医药商业,20161031,603716
603888.SH,603888,新华网,北京,互联网,20161028,603888
603416.SH,603416,信捷电气,江苏,电器仪表,20161221,603416
603633.SH,603633,徕木股份,上海,汽车配件,20161117,603633
603098.SH,603098,森特股份,北京,装修装饰,20161216,603098
603669.SH,603669,灵康药业,西藏,化学制药,20150528,603669
601163.SH,601163,三角轮胎,山东,汽车配件,20160909,601163
603505.SH,603505,金石资源,浙江,化工原料,20170503,603505
603708.SH,603708,家家悦,山东,超市连锁,20161213,603708
002865.SZ,002865,钧达股份,海南,电气设备,20170425,002865
002836.SZ,002836,新宏泽,广东,广告包装,20161229,002836
002842.SZ,002842,翔鹭钨业,广东,小金属,20170119,002842
002824.SZ,002824,和胜股份,广东,铝,20170112,002824
603983.SH,603983,丸美生物,广东,日用化工,20190725,603983
603203.SH,603203,快克智能,江苏,专用机械,20161108,603203
603035.SH,603035,常熟汽饰,江苏,汽车配件,20170105,603035
603727.SH,603727,博迈科,天津,石油开采,20161122,603727
300458.SZ,300458,全志科技,广东,半导体,20150515,300458
300413.SZ,300413,芒果超媒,湖南,影视音像,20150121,300413
300481.SZ,300481,濮阳惠成,河南,化工原料,20150630,300481
300408.SZ,300408,三环集团,广东,元器件,20141203,300408
600908.SH,600908,无锡银行,江苏,银行,20160923,600908
002839.SZ,002839,张家港行,江苏,银行,20170124,002839
601229.SH,601229,上海银行,上海,银行,20161116,601229
603323.SH,603323,苏农银行,江苏,银行,20161129,603323
600919.SH,600919,江苏银行,江苏,银行,20160802,600919
002807.SZ,002807,江阴银行,江苏,银行,20160902,002807
601128.SH,601128,常熟银行,江苏,银行,20160930,601128
601997.SH,601997,贵阳银行,贵州,银行,20160816,601997
600926.SH,600926,杭州银行,浙江,银行,20161027,600926
601838.SH,601838,成都银行,四川,银行,20180131,601838
603322.SH,603322,超讯通信,广东,通信设备,20160728,603322
300582.SZ,300582,英飞特,浙江,元器件,20161228,300582
300557.SZ,300557,理工光科,湖北,电器仪表,20161101,300557
603336.SH,603336,宏辉果蔬,广东,农业综合,20161124,603336
300623.SZ,300623,捷捷微电,江苏,半导体,20170314,300623
002840.SZ,002840,华统股份,浙江,食品,20170110,002840
601881.SH,601881,中国银河,北京,证券,20170123,601881
603797.SH,603797,联泰环保,广东,环境保护,20170413,603797
300563.SZ,300563,神宇股份,江苏,通信设备,20161114,300563
300624.SZ,300624,万兴科技,西藏,软件服务,20180118,300624
002833.SZ,002833,弘亚数控,广东,专用机械,20161228,002833
300657.SZ,300657,弘信电子,福建,元器件,20170523,300657
300562.SZ,300562,乐心医疗,广东,医疗保健,20161116,300562
300565.SZ,300565,科信技术,深圳,通信设备,20161122,300565
603585.SH,603585,苏利股份,江苏,农药化肥,20161214,603585
002831.SZ,002831,裕同科技,深圳,广告包装,20161216,002831
002845.SZ,002845,同兴达,深圳,元器件,20170125,002845
603517.SH,603517,ST绝味,湖南,食品,20170317,603517
603990.SH,603990,麦迪科技,江苏,软件服务,20161208,603990
603577.SH,603577,汇金通,山东,电气设备,20161222,603577
603298.SH,603298,杭叉集团,浙江,工程机械,20161227,603298
603668.SH,603668,天马科技,福建,饲料,20170117,603668
603966.SH,603966,法兰泰克,江苏,专用机械,20170125,603966
300587.SZ,300587,天铁科技,浙江,橡胶,20170105,300587
300575.SZ,300575,中旗股份,江苏,农药化肥,20161220,300575
300504.SZ,300504,天邑股份,四川,通信设备,20180330,300504
603833.SH,603833,欧派家居,广东,家居用品,20170328,603833
002837.SZ,002837,英维克,深圳,专用机械,20161229,002837
300686.SZ,300686,智动力,深圳,元器件,20170804,300686
300566.SZ,300566,激智科技,浙江,元器件,20161115,300566
300567.SZ,300567,精测电子,湖北,电器仪表,20161122,300567
002857.SZ,002857,三晖电气,河南,电器仪表,20170323,002857
002848.SZ,002848,*ST高斯,湖南,家用电器,20170213,002848
002841.SZ,002841,视源股份,广东,元器件,20170119,002841
603637.SH,603637,镇海股份,浙江,建筑工程,20170208,603637
603877.SH,603877,太平鸟,浙江,服饰,20170109,603877
603928.SH,603928,兴业股份,江苏,化工原料,20161212,603928
603086.SH,603086,先达股份,山东,农药化肥,20170511,603086
603218.SH,603218,日月股份,浙江,电气设备,20161228,603218
603823.SH,603823,百合花,浙江,染料涂料,20161220,603823
603228.SH,603228,景旺电子,深圳,元器件,20170106,603228
002960.SZ,002960,青鸟智控,河北,专用机械,20190809,002960
300615.SZ,300615,欣天科技,深圳,通信设备,20170215,300615
603638.SH,603638,艾迪精密,山东,专用机械,20170120,603638
603579.SH,603579,荣泰健康,上海,家用电器,20170111,603579
603677.SH,603677,奇精机械,浙江,家用电器,20170206,603677
002858.SZ,002858,力盛体育,上海,文教休闲,20170324,002858
603177.SH,603177,德创环保,浙江,环境保护,20170207,603177
603538.SH,603538,美诺华,浙江,化学制药,20170407,603538
601020.SH,601020,华钰矿业,西藏,铅锌,20160316,601020
300682.SZ,300682,朗新科技,江苏,软件服务,20170801,300682
603039.SH,603039,泛微网络,上海,软件服务,20170113,603039
603037.SH,603037,凯众股份,上海,汽车配件,20170120,603037
603811.SH,603811,诚意药业,浙江,化学制药,20170315,603811
601375.SH,601375,中原证券,河南,证券,20170103,601375
603881.SH,603881,数据港,上海,软件服务,20170208,603881
603626.SH,603626,科森科技,江苏,元器件,20170209,603626
002850.SZ,002850,科达利,深圳,电气设备,20170302,002850
002861.SZ,002861,瀛通通讯,湖北,元器件,20170413,002861
300606.SZ,300606,金太阳,广东,机械基件,20170208,300606
300619.SZ,300619,金银河,广东,专用机械,20170301,300619
603303.SH,603303,得邦照明,浙江,家用电器,20170330,603303
601228.SH,601228,广州港,广东,港口,20170329,601228
300580.SZ,300580,贝斯特,江苏,汽车配件,20170111,300580
603358.SH,603358,华达科技,江苏,汽车配件,20170125,603358
603038.SH,603038,华立股份,广东,家居用品,20170116,603038
603040.SH,603040,新坐标,浙江,汽车配件,20170209,603040
300578.SZ,300578,会畅科技,上海,通信设备,20170125,300578
300571.SZ,300571,平治信息,浙江,互联网,20161213,300571
300598.SZ,300598,诚迈科技,江苏,软件服务,20170120,300598
002867.SZ,002867,周大生,深圳,服饰,20170427,002867
603165.SH,603165,荣晟环保,浙江,造纸,20170117,603165
603839.SH,603839,安正时尚,浙江,服饰,20170214,603839
603360.SH,603360,百傲化学,辽宁,农药化肥,20170206,603360
002953.SZ,002953,日丰股份,广东,电气设备,20190509,002953
002855.SZ,002855,捷荣技术,广东,元器件,20170321,002855
603208.SH,603208,江山欧派,浙江,家居用品,20170210,603208
603032.SH,603032,德新科技,新疆,专用机械,20170105,603032
603908.SH,603908,牧高笛,浙江,纺织,20170307,603908
300597.SZ,300597,吉大通信,吉林,通信设备,20170123,300597
603665.SH,603665,康隆达,浙江,服饰,20170313,603665
300987.SZ,300987,川网传媒,四川,互联网,20210511,300987
300581.SZ,300581,晨曦航空,陕西,航空,20161220,300581
300576.SZ,300576,容大感光,深圳,染料涂料,20161220,300576
300684.SZ,300684,中石科技,北京,元器件,20171227,300684
000166.SZ,000166,申万宏源,新疆,证券,20150126,000166
603089.SH,603089,正裕工业,浙江,汽车配件,20170126,603089
002846.SZ,002846,英联股份,广东,广告包装,20170207,002846
002847.SZ,002847,盐津铺子,湖南,食品,20170208,002847
300592.SZ,300592,华凯易佰,湖南,互联网,20170120,300592
603817.SH,603817,海峡环保,福建,环境保护,20170220,603817
300678.SZ,300678,中科信息,四川,软件服务,20170728,300678
603217.SH,603217,元利科技,山东,化工原料,20190620,603217
603337.SH,603337,杰克科技,浙江,纺织机械,20170119,603337
300568.SZ,300568,星源材质,深圳,化工原料,20161201,300568
603238.SH,603238,诺邦股份,浙江,纺织,20170222,603238
002853.SZ,002853,皮阿诺,广东,家居用品,20170310,002853
603378.SH,603378,亚士创能,上海,染料涂料,20170928,603378
603330.SH,603330,天洋新材,上海,塑料,20170213,603330
603615.SH,603615,茶花股份,福建,家居用品,20170213,603615
603656.SH,603656,泰禾智能,安徽,专用机械,20170321,603656
300617.SZ,300617,安靠智电,江苏,电气设备,20170228,300617
002849.SZ,002849,威星智能,浙江,电器仪表,20170217,002849
600996.SH,600996,贵广网络,贵州,影视音像,20161226,600996
603393.SH,603393,新天然气,新疆,供气供热,20160912,603393
603630.SH,603630,拉芳家化,广东,日用化工,20170313,603630
603955.SH,603955,大千生态,江苏,建筑工程,20170310,603955
300865.SZ,300865,大宏立,四川,专用机械,20200824,300865
603138.SH,603138,海量数据,北京,软件服务,20170306,603138
603960.SH,603960,克来机电,上海,汽车配件,20170314,603960
603896.SH,603896,寿仙谷,浙江,中成药,20170510,603896
002852.SZ,002852,道道全,湖南,食品,20170310,002852
300659.SZ,300659,中孚信息,山东,IT设备,20170526,300659
603903.SH,603903,中持股份,北京,环境保护,20170314,603903
603991.SH,603991,至正股份,深圳,半导体,20170308,603991
603768.SH,603768,常青股份,安徽,汽车配件,20170324,603768
300647.SZ,300647,超频三,深圳,化工原料,20170503,300647
603385.SH,603385,惠达卫浴,河北,家居用品,20170405,603385
002875.SZ,002875,安奈儿,深圳,服饰,20170601,002875
603178.SH,603178,圣龙股份,浙江,汽车配件,20170328,603178
002774.SZ,002774,快意电梯,广东,运输设备,20170324,002774
003002.SZ,003002,壶化股份,山西,化工原料,20200922,003002
603078.SH,603078,江化微,江苏,半导体,20170410,603078
603396.SH,603396,金辰股份,辽宁,专用机械,20171018,603396
002961.SZ,002961,瑞达期货,福建,多元金融,20190905,002961
300867.SZ,300867,圣元环保,福建,环境保护,20200824,300867
300800.SZ,300800,力合科技,湖南,环境保护,20191106,300800
603787.SH,603787,新日股份,江苏,摩托车,20170427,603787
603179.SH,603179,新泉股份,江苏,汽车配件,20170317,603179
601952.SH,601952,苏垦农发,江苏,种植业,20170515,601952
603920.SH,603920,世运电路,广东,元器件,20170426,603920
300593.SZ,300593,新雷能,北京,电气设备,20170113,300593
300577.SZ,300577,开润股份,安徽,纺织,20161221,300577
603096.SH,603096,新经典,天津,出版业,20170425,603096
603803.SH,603803,瑞斯康达,北京,通信设备,20170420,603803
002862.SZ,002862,实丰文化,广东,文教休闲,20170411,002862
603758.SH,603758,秦安股份,重庆,汽车配件,20170517,603758
603050.SH,603050,科林电气,河北,电气设备,20170414,603050
002906.SZ,002906,华阳集团,广东,汽车配件,20171013,002906
300958.SZ,300958,建工修复,北京,环境保护,20210329,300958
300756.SZ,300756,金马游乐,广东,专用机械,20181228,300756
002878.SZ,002878,元隆雅图,北京,广告包装,20170606,002878
300787.SZ,300787,海能实业,江西,元器件,20190815,300787
603906.SH,603906,龙蟠科技,江苏,电气设备,20170410,603906
603180.SH,603180,金牌家居,福建,家居用品,20170512,603180
603041.SH,603041,美思德,江苏,化工原料,20170330,603041
603536.SH,603536,惠发食品,山东,食品,20170613,603536
603113.SH,603113,金能科技,山东,化工原料,20170511,603113
300629.SZ,300629,新劲刚,广东,元器件,20170324,300629
300583.SZ,300583,赛托生物,山东,化学制药,20170106,300583
002882.SZ,002882,金龙羽,深圳,电气设备,20170717,002882
002868.SZ,002868,*ST绿康,福建,农业综合,20170503,002868
603680.SH,603680,今创集团,江苏,运输设备,20180227,603680
603232.SH,603232,格尔软件,上海,软件服务,20170421,603232
003020.SZ,003020,立方制药,安徽,化学制药,20201215,003020
603269.SH,603269,海鸥股份,江苏,机械基件,20170517,603269
603229.SH,603229,奥翔药业,浙江,化学制药,20170509,603229
603826.SH,603826,坤彩科技,福建,染料涂料,20170414,603826
002859.SZ,002859,洁美科技,浙江,元器件,20170407,002859
603058.SH,603058,永吉股份,贵州,广告包装,20161223,603058
603855.SH,603855,华荣股份,上海,专用机械,20170524,603855
603127.SH,603127,昭衍新药,北京,医疗保健,20170825,603127
002870.SZ,002870,香山股份,广东,汽车配件,20170515,002870
300589.SZ,300589,江龙船艇,广东,船舶,20170113,300589
300601.SZ,300601,康泰生物,深圳,生物制药,20170207,300601
002902.SZ,002902,铭普光磁,广东,通信设备,20170929,002902
300585.SZ,300585,奥联电子,江苏,汽车配件,20161229,300585
603926.SH,603926,铁流股份,浙江,汽车配件,20170510,603926
002860.SZ,002860,星帅尔,浙江,家用电器,20170412,002860
603501.SH,603501,豪威集团,上海,半导体,20170504,603501
603200.SH,603200,上海洗霸,上海,环境保护,20170601,603200
300612.SZ,300612,宣亚国际,北京,广告包装,20170215,300612
603586.SH,603586,金麒麟,山东,汽车配件,20170406,603586
300868.SZ,300868,杰美特,深圳,元器件,20200824,300868
300945.SZ,300945,曼卡龙,浙江,服饰,20210210,300945
603139.SH,603139,康惠股份,陕西,中成药,20170421,603139
002926.SZ,002926,华西证券,四川,证券,20180205,002926
603776.SH,603776,永安行,江苏,公共交通,20170817,603776
603496.SH,603496,恒为科技,上海,IT设备,20170607,603496
002871.SZ,002871,伟隆股份,山东,机械基件,20170511,002871
603728.SH,603728,鸣志电器,上海,电气设备,20170509,603728
002869.SZ,002869,金溢科技,深圳,通信设备,20170515,002869
300588.SZ,300588,熙菱信息,新疆,IT设备,20170105,300588
300590.SZ,300590,移为通信,上海,通信设备,20170111,300590
300613.SZ,300613,富瀚微,上海,半导体,20170220,300613
300618.SZ,300618,寒锐钴业,江苏,小金属,20170306,300618
300616.SZ,300616,尚品宅配,广东,家居用品,20170307,300616
002876.SZ,002876,三利谱,深圳,元器件,20170525,002876
002872.SZ,002872,ST天圣,重庆,医药商业,20170519,002872
603717.SH,603717,天域生物,重庆,农业综合,20170327,603717
603879.SH,603879,永悦科技,江苏,化工原料,20170614,603879
603081.SH,603081,大丰实业,浙江,专用机械,20170420,603081
002863.SZ,002863,今飞凯达,浙江,汽车配件,20170418,002863
603721.SH,603721,*ST天择,湖南,影视音像,20170811,603721
300645.SZ,300645,正元智慧,浙江,软件服务,20170421,300645
300610.SZ,300610,晨化股份,江苏,化工原料,20170213,300610
300675.SZ,300675,建科院,深圳,建筑工程,20170719,300675
300638.SZ,300638,广和通,深圳,通信设备,20170413,300638
300602.SZ,300602,飞荣达,深圳,元器件,20170126,300602
300996.SZ,300996,普联软件,山东,软件服务,20210603,300996
300595.SZ,300595,欧普康视,安徽,医疗保健,20170117,300595
003025.SZ,003025,思进智能,浙江,机床制造,20201211,003025
300584.SZ,300584,海辰药业,江苏,化学制药,20170112,300584
300599.SZ,300599,雄塑科技,广东,塑料,20170123,300599
603335.SH,603335,迪生力,广东,汽车配件,20170620,603335
300605.SZ,300605,恒锋信息,福建,软件服务,20170208,300605
300591.SZ,300591,万里马,广东,服饰,20170110,300591
300639.SZ,300639,凯普生物,广东,医疗保健,20170412,300639
300608.SZ,300608,思特奇,北京,软件服务,20170213,300608
603316.SH,603316,诚邦股份,浙江,建筑工程,20170619,603316
301098.SZ,301098,金埔园林,江苏,建筑工程,20211112,301098
603331.SH,603331,百达精工,浙江,专用机械,20170705,603331
603856.SH,603856,东宏股份,山东,塑料,20171106,603856
603488.SH,603488,展鹏科技,江苏,运输设备,20170516,603488
603679.SH,603679,华体科技,四川,电气设备,20170621,603679
002965.SZ,002965,祥鑫科技,广东,汽车配件,20191025,002965
601121.SH,601121,宝地矿业,新疆,普钢,20230310,601121
300498.SZ,300498,温氏股份,广东,农业综合,20151102,300498
603357.SH,603357,设计总院,安徽,建筑工程,20170801,603357
002866.SZ,002866,传艺科技,江苏,IT设备,20170426,002866
603093.SH,603093,南华期货,浙江,多元金融,20190830,603093
603970.SH,603970,中农立华,北京,农药化肥,20171116,603970
002935.SZ,002935,天奥电子,四川,航空,20180903,002935
002877.SZ,002877,智能自控,江苏,机械基件,20170605,002877
002900.SZ,002900,哈三联,黑龙江,化学制药,20170922,002900
002880.SZ,002880,卫光生物,深圳,生物制药,20170616,002880
603063.SH,603063,禾望电气,深圳,电气设备,20170728,603063
605303.SH,605303,园林股份,浙江,建筑工程,20210301,605303
002886.SZ,002886,沃特股份,深圳,塑料,20170627,002886
603387.SH,603387,基蛋生物,江苏,医疗保健,20170717,603387
002879.SZ,002879,长缆科技,湖南,电气设备,20170707,002879
603196.SH,603196,璞源材料,上海,服饰,20170531,603196
603978.SH,603978,深圳新星,深圳,小金属,20170807,603978
601108.SH,601108,财通证券,浙江,证券,20171024,601108
001332.SZ,001332,锡装股份,江苏,专用机械,20220920,001332
603042.SH,603042,华脉科技,江苏,通信设备,20170602,603042
603587.SH,603587,地素时尚,上海,服饰,20180622,603587
002893.SZ,002893,京能热力,北京,供气供热,20170915,002893
603725.SH,603725,天安新材,广东,塑料,20170906,603725
603985.SH,603985,恒润股份,江苏,电气设备,20170505,603985
603619.SH,603619,中曼石油,上海,石油开采,20171117,603619
603938.SH,603938,三孚股份,河北,化工原料,20170628,603938
603711.SH,603711,香飘飘,浙江,软饮料,20171130,603711
603880.SH,603880,南卫股份,江苏,医疗保健,20170807,603880
002884.SZ,002884,凌霄泵业,广东,机械基件,20170711,002884
603767.SH,603767,中马传动,浙江,汽车配件,20170613,603767
603079.SH,603079,圣达生物,浙江,食品,20170823,603079
300622.SZ,300622,博士眼镜,深圳,其他商业,20170315,300622
300611.SZ,300611,美力科技,浙江,汽车配件,20170220,300611
300609.SZ,300609,汇纳科技,上海,软件服务,20170215,300609
300767.SZ,300767,震安科技,云南,橡胶,20190329,300767
300708.SZ,300708,聚灿光电,江苏,半导体,20171016,300708
300625.SZ,300625,三雄极光,广东,家用电器,20170317,300625
300621.SZ,300621,维业股份,深圳,装修装饰,20170316,300621
301208.SZ,301208,中亦科技,北京,软件服务,20220707,301208
300661.SZ,300661,圣邦股份,北京,半导体,20170606,300661
300627.SZ,300627,华测导航,上海,通信设备,20170321,300627
300626.SZ,300626,华瑞股份,浙江,电气设备,20170320,300626
300620.SZ,300620,光库科技,广东,通信设备,20170310,300620
300633.SZ,300633,开立医疗,深圳,医疗保健,20170406,300633
300628.SZ,300628,亿联网络,福建,通信设备,20170317,300628
300701.SZ,300701,森霸传感,河南,元器件,20170915,300701
300908.SZ,300908,仲景食品,河南,食品,20201123,300908
300695.SZ,300695,兆丰股份,浙江,汽车配件,20170908,300695
300637.SZ,300637,扬帆新材,浙江,化工原料,20170412,300637
300603.SZ,300603,立昂技术,新疆,通信设备,20170126,300603
300635.SZ,300635,中达安,广东,建筑工程,20170331,300635
300699.SZ,300699,光威复材,山东,化纤,20170901,300699
301286.SZ,301286,侨源股份,四川,化工原料,20220614,301286
300636.SZ,300636,同和药业,江西,化学制药,20170331,300636
300662.SZ,300662,科锐国际,北京,文教休闲,20170608,300662
300670.SZ,300670,大烨智能,江苏,电气设备,20170703,300670
300663.SZ,300663,科蓝软件,北京,软件服务,20170608,300663
300700.SZ,300700,岱勒新材,湖南,矿物制品,20170912,300700
601155.SH,601155,新城控股,江苏,区域地产,20151204,601155
603055.SH,603055,台华新材,浙江,纺织,20170921,603055
300801.SZ,300801,泰和科技,山东,化工原料,20191128,300801
603535.SH,603535,嘉诚国际,广东,仓储物流,20170808,603535
603233.SH,603233,大参林,广东,医药商业,20170731,603233
300652.SZ,300652,雷迪克,浙江,汽车配件,20170516,300652
300648.SZ,300648,星云股份,福建,电气设备,20170425,300648
300953.SZ,300953,震裕科技,浙江,电气设备,20210318,300953
300685.SZ,300685,艾德生物,福建,医疗保健,20170802,300685
301153.SZ,301153,中科江南,北京,软件服务,20220518,301153
601019.SH,601019,山东出版,山东,出版业,20171122,601019
603289.SH,603289,泰瑞机器,浙江,专用机械,20171031,603289
300643.SZ,300643,万通智控,浙江,汽车配件,20170505,300643
300837.SZ,300837,浙矿股份,浙江,专用机械,20200605,300837
300514.SZ,300514,友讯达,深圳,电器仪表,20170426,300514
300650.SZ,300650,太龙股份,福建,元器件,20170503,300650
300653.SZ,300653,正海生物,山东,医疗保健,20170516,300653
300676.SZ,300676,华大基因,深圳,医疗保健,20170714,300676
603110.SH,603110,东方材料,安徽,染料涂料,20171013,603110
002883.SZ,002883,中设股份,江苏,建筑工程,20170620,002883
603226.SH,603226,菲林格尔,上海,家居用品,20170615,603226
300963.SZ,300963,中洲特材,上海,小金属,20210409,300963
603648.SH,603648,畅联股份,上海,仓储物流,20170913,603648
603916.SH,603916,苏博特,江苏,化工原料,20171110,603916
603683.SH,603683,晶华新材,上海,化工原料,20171020,603683
603933.SH,603933,睿能科技,福建,元器件,20170706,603933
002887.SZ,002887,绿茵生态,天津,环境保护,20170801,002887
300690.SZ,300690,双一科技,山东,电气设备,20170808,300690
300641.SZ,300641,正丹股份,江苏,化工原料,20170418,300641
300680.SZ,300680,隆盛科技,江苏,汽车配件,20170725,300680
300604.SZ,300604,长川科技,浙江,半导体,20170417,300604
300642.SZ,300642,透景生命,上海,医疗保健,20170421,300642
300658.SZ,300658,延江股份,福建,纺织,20170602,300658
300651.SZ,300651,金陵体育,江苏,文教休闲,20170509,300651
300649.SZ,300649,杭州园林,浙江,建筑工程,20170505,300649
300554.SZ,300554,三超新材,江苏,矿物制品,20170421,300554
300929.SZ,300929,华骐环保,安徽,环境保护,20210120,300929
300703.SZ,300703,创源股份,浙江,文教休闲,20170919,300703
002909.SZ,002909,集泰股份,广东,化工原料,20171026,002909
603286.SH,603286,日盈电子,江苏,汽车配件,20170627,603286
603329.SH,603329,上海雅仕,上海,仓储物流,20171229,603329
603809.SH,603809,豪能股份,四川,汽车配件,20171128,603809
601162.SH,601162,天风证券,湖北,证券,20181019,601162
001979.SZ,001979,招商蛇口,深圳,全国地产,20151230,001979
300666.SZ,300666,江丰电子,浙江,半导体,20170615,300666
300660.SZ,300660,江苏雷利,江苏,电气设备,20170602,300660
300667.SZ,300667,必创科技,北京,电器仪表,20170619,300667
300655.SZ,300655,晶瑞电材,江苏,半导体,20170523,300655
603757.SH,603757,大元泵业,浙江,机械基件,20170711,603757
002827.SZ,002827,高争民爆,西藏,化工原料,20161209,002827
603326.SH,603326,我乐家居,江苏,家居用品,20170616,603326
603980.SH,603980,吉华集团,浙江,染料涂料,20170615,603980
603813.SH,603813,*ST原尚,广东,公路,20170918,603813
603458.SH,603458,勘设股份,贵州,建筑工程,20170809,603458
603260.SH,603260,合盛硅业,浙江,化工原料,20171030,603260
601619.SH,601619,嘉泽新能,宁夏,新型电力,20170720,601619
002890.SZ,002890,弘宇股份,山东,农用机械,20170802,002890
601949.SH,601949,中国出版,北京,出版业,20170821,601949
603617.SH,603617,君禾股份,浙江,机械基件,20170703,603617
003006.SZ,003006,百亚股份,重庆,造纸,20200921,003006
603882.SH,603882,金域医学,广东,医疗保健,20170908,603882
002826.SZ,002826,易明医药,西藏,化学制药,20161209,002826
300817.SZ,300817,双飞集团,浙江,机械基件,20200218,300817
300656.SZ,300656,民德电子,深圳,IT设备,20170519,300656
603136.SH,603136,天目湖,江苏,旅游景点,20170927,603136
300671.SZ,300671,富满微,深圳,半导体,20170705,300671
300791.SZ,300791,仙乐健康,广东,医疗保健,20190925,300791
603801.SH,603801,志邦家居,安徽,家居用品,20170630,603801
002888.SZ,002888,惠威科技,广东,元器件,20170721,002888
300888.SZ,300888,稳健医疗,深圳,医疗保健,20200917,300888
002885.SZ,002885,京泉华,深圳,元器件,20170627,002885
603707.SH,603707,健友股份,江苏,生物制药,20170719,603707
600918.SH,600918,中泰证券,山东,证券,20200603,600918
300693.SZ,300693,盛弘股份,深圳,电气设备,20170822,300693
300640.SZ,300640,德艺文创,福建,家居用品,20170417,300640
300761.SZ,300761,立华股份,江苏,农业综合,20190218,300761
300706.SZ,300706,阿石创,福建,元器件,20170926,300706
603380.SH,603380,易德龙,江苏,元器件,20170622,603380
002881.SZ,002881,美格智能,深圳,元器件,20170622,002881
002898.SZ,002898,*ST赛隆,广东,化学制药,20170912,002898
603922.SH,603922,金鸿顺,江苏,汽车配件,20171023,603922
603305.SH,603305,旭升集团,浙江,汽车配件,20170710,603305
300681.SZ,300681,英搏尔,广东,汽车配件,20170725,300681
603595.SH,603595,ST东尼,浙江,元器件,20170712,603595
603129.SH,603129,春风动力,浙江,摩托车,20170818,603129
300688.SZ,300688,创业黑马,北京,文教休闲,20170810,300688
300677.SZ,300677,英科医疗,山东,医疗保健,20170721,300677
300712.SZ,300712,永福股份,福建,建筑工程,20171031,300712
002891.SZ,002891,中宠股份,山东,饲料,20170821,002891
603365.SH,603365,水星家纺,上海,纺织,20171120,603365
603106.SH,603106,恒银科技,天津,IT设备,20170920,603106
300668.SZ,300668,杰恩股份,深圳,装修装饰,20170619,300668
301503.SZ,301503,智迪科技,广东,IT设备,20230717,301503
300691.SZ,300691,联合光电,广东,元器件,20170811,300691
300672.SZ,300672,国科微,湖南,半导体,20170712,300672
300669.SZ,300669,沪宁股份,浙江,运输设备,20170629,300669
600901.SH,600901,江苏金租,江苏,多元金融,20180301,600901
002897.SZ,002897,意华股份,浙江,元器件,20170907,002897
603500.SH,603500,祥和实业,浙江,运输设备,20170904,603500
002895.SZ,002895,川恒股份,贵州,化工原料,20170825,002895
002901.SZ,002901,大博医疗,福建,医疗保健,20170922,002901
603976.SH,603976,正川股份,重庆,医疗保健,20170822,603976
300683.SZ,300683,海特生物,湖北,生物制药,20170808,300683
001218.SZ,001218,丽臣实业,湖南,化工原料,20211015,001218
603386.SH,603386,骏亚科技,广东,元器件,20170912,603386
603605.SH,603605,珀莱雅,浙江,日用化工,20171115,603605
603557.SH,603557,ST起步,浙江,服饰,20170818,603557
603183.SH,603183,建研院,江苏,建筑工程,20170905,603183
603363.SH,603363,傲农生物,福建,饲料,20170926,603363
603181.SH,603181,皇马科技,浙江,化工原料,20170824,603181
603321.SH,603321,梅轮电梯,浙江,运输设备,20170915,603321
300687.SZ,300687,赛意信息,广东,软件服务,20170803,300687
603076.SH,603076,乐惠国际,浙江,专用机械,20171113,603076
300679.SZ,300679,电连技术,深圳,元器件,20170731,300679
603083.SH,603083,剑桥科技,上海,通信设备,20171110,603083
605151.SH,605151,西上海,上海,汽车配件,20201215,605151
002892.SZ,002892,科力尔,湖南,电气设备,20170817,002892
002920.SZ,002920,德赛西威,广东,汽车配件,20171226,002920
603087.SH,603087,甘李药业,北京,生物制药,20200629,603087
603499.SH,603499,翔港科技,上海,广告包装,20171016,603499
300723.SZ,300723,一品红,广东,化学制药,20171116,300723
603659.SH,603659,璞泰来,上海,化工原料,20171103,603659
603283.SH,603283,赛腾股份,江苏,专用机械,20171225,603283
603533.SH,603533,掌阅科技,北京,互联网,20170921,603533
603429.SH,603429,*ST集友,安徽,广告包装,20170124,603429
300689.SZ,300689,澄天伟业,深圳,通信设备,20170809,300689
600025.SH,600025,华能水电,云南,水力发电,20171215,600025
002970.SZ,002970,锐明技术,深圳,IT设备,20191217,002970
002918.SZ,002918,蒙娜丽莎,广东,陶瓷,20171219,002918
003033.SZ,003033,征和工业,山东,汽车配件,20210111,003033
301428.SZ,301428,世纪恒通,贵州,互联网,20230519,301428
603967.SH,603967,中创物流,山东,仓储物流,20190429,603967
603103.SH,603103,横店影视,浙江,影视音像,20171012,603103
603709.SH,603709,中源家居,浙江,家居用品,20180208,603709
003036.SZ,003036,泰坦股份,浙江,纺织机械,20210128,003036
605108.SH,605108,同庆楼,安徽,酒店餐饮,20200716,605108
601330.SH,601330,绿色动力,深圳,环境保护,20180611,601330
002919.SZ,002919,名臣健康,广东,互联网,20171218,002919
601068.SH,601068,中铝国际,北京,建筑工程,20180831,601068
605296.SH,605296,神农集团,云南,农业综合,20210528,605296
002921.SZ,002921,联诚精密,山东,汽车配件,20171227,002921
